school_name,url_address,address,postal_code,telephone_no,email_address,mrt_desc,bus_desc,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code
ST. JOSEPH'S INSTITUTION JUNIOR,http://www.sjijunior.edu.sg,3    ESSEX ROAD,309331,62552700,sjijunior@moe.edu.sg,Novena,21;54;56;57;124;131;141;166;518;851;980,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
ST. MARGARET'S PRIMARY SCHOOL,na,2    Mattar Road,387724,na,na,Mattar MRT Station (DT25),"40, 61, 63, 65, 66, 135, 154, 155, 158",CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
ST. MARGARET'S SECONDARY SCHOOL,http://www.stmargaretssec.moe.edu.sg,111  FARRER ROAD,259240,64664525,stmargaretss@moe.edu.sg,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",BUKIT TIMAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil
ST. PATRICK'S SCHOOL,http://www.stpatricks.moe.edu.sg,490  EAST COAST ROAD,429058,63440929,stpatricksch@moe.edu.sg,KEMBANGAN MRT,"10, 10E, 12, 13, 14, 14E, 15, 16, 31, 32, 36, 40, 43, 47, 48, 55, 135, 150, 155, 196, 197",BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
ST. STEPHEN'S SCHOOL,http://www.ststephens.moe.edu.sg,20   SIGLAP VIEW,455789,62419513,STSTEPHENSCH@MOE.EDU.SG,Kembangan MRT Station,"2,7,24,25,26,28,30,32,33,67,854",BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
STAMFORD PRIMARY SCHOOL,http://www.stamfordpri.moe.edu.sg,1    VICTORIA LANE,198423,62945074,STAMFORD_PS@MOE.EDU.SG,"Bugis MRT Station, Jalan Besar MRT Station","Along Victoria Street:2,7,12,32,33, 51, 61,63,80,130,133,145, 175, 197",CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
SWISS COTTAGE SECONDARY SCHOOL,http://www.swisscottagesec.moe.edu.sg,3    BUKIT BATOK STREET 34,659322,65637173,SCSS@MOE.EDU.SG,BUKIT GOMBAK MRT,"187, 188, 985, 945",BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
TAMPINES MERIDIAN JUNIOR COLLEGE,http://www.tmjc.moe.edu.sg,21   Pasir Ris Street 71,518799,63493660,tmjc@moe.edu.sg,Pasir Ris MRT Station,"3, 39, 53, 81, 89, 109, 358, 518",PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil
TAMPINES NORTH PRIMARY SCHOOL,http://www.tampinesnorthpri.moe.edu.sg,30   TAMPINES AVENUE 9,529565,67854329,TNPS@MOE.EDU.SG,Tampines MRT,"SBS Transit 28, 29, 293",TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
TAMPINES PRIMARY SCHOOL,http://www.tampinespri.moe.edu.sg,250  TAMPINES STREET 12,529426,67831190,TPPS@MOE.EDU.SG,Tampines MRT,"8, 10, 17,18, 27, 31, 65, 292, 293, or any bus going into Tampines Interchange",TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
TAMPINES SECONDARY SCHOOL,https://www.tampinessec.moe.edu.sg,252  TAMPINES ST 12,529427,67835423,TPSS@MOE.EDU.SG,TAMPINES MRT,"3,  8,  10,  15,  17,  18,  20,  21,  23,  27,  28,  31,  34,  39,  59,  65,  129,  168,  292,  298,  518",TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
TANGLIN SECONDARY SCHOOL,http://www.tanglinsec.moe.edu.sg,301  WEST COAST ROAD,127391,64248200,tanglin_ss@moe.edu.sg,CLEMENTI MRT,"30, 51, 78, 143, 285, 655",CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
TANJONG KATONG GIRLS' SCHOOL,http://www.tkgs.moe.edu.sg,20   Dunman Lane,439272,63441593,tkgs@moe.edu.sg,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197",MARINE PARADE,EAST,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil
TANJONG KATONG PRIMARY SCHOOL,http://www.tanjongkatongpri.moe.edu.sg/,10   Seraya Road,437259,63444728,TKPS@MOE.EDU.SG,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
TANJONG KATONG SECONDARY SCHOOL,http://www.tanjongkatongsec.moe.edu.sg,130  HAIG ROAD,438796,63443471,tkss@moe.edu.sg,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 76, 135, 197",MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil
TAO NAN SCHOOL,http://www.taonan.moe.edu.sg,49   MARINE CRESCENT,449761,64428307,taonan_sch@moe.edu.sg,"Paya Lebar, Eunos","13, 16, 31, 36, 43, 48, 55, 134, 196, 197",MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,Chinese,na,na
TECK GHEE PRIMARY SCHOOL,http://www.teckgheepri.moe.edu.sg,1    ANG MO KIO STREET 32,569299,64548769,tgps@moe.edu.sg,Ang Mo Kio & Bishan,"22,24,135,853,162,262,159",ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
TECK WHYE PRIMARY SCHOOL,http://www.teckwhyepri.moe.edu.sg,11   TECK WHYE WALK,688261,67691025,twps@moe.edu.sg,Choa Chu Kang MRT & LRT,"975, 190 & 985",CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
TECK WHYE SECONDARY SCHOOL,http://www.teckwhyesec.moe.edu.sg,31   TECK WHYE CRESCENT,688848,67691386,TWSS@MOE.EDU.SG,"CHUA CHU KANG MRT, PHOENIX LRT","975, 985, 190, 982E",CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
TELOK KURAU PRIMARY SCHOOL,http://www.telokkuraupri.moe.edu.sg,50   BEDOK RESERVOIR RD,479239,62441600,telokkuraups@moe.edu.sg,Kaki Bukit MRT (nearest),"8, 15, 22, 55, 65, 60,66, 87 & 506",BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
TEMASEK JUNIOR COLLEGE,http://www.temasekjc.moe.edu.sg,22   BEDOK SOUTH ROAD,469278,64428066,TEMASEK_JC@MOE.EDU.SG,BEDOK MRT,"12, 12E, 16, 31, 38, 47, 137, 155, 196, 196A, 197, 229",BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil
TEMASEK PRIMARY SCHOOL,http://www.temasekpri.moe.edu.sg,501  BEDOK SOUTH AVE 3,469300,64438134,temasek_ps@moe.edu.sg,Tanah Merah MRT,"229, 10, 14, 13, 48, 43, 506",BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
TEMASEK SECONDARY SCHOOL,https://temaseksec.moe.edu.sg,600  UPPER EAST COAST ROAD,465561,64495020,temasek_ss@moe.edu.sg,"BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853",BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil
TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3    ANG MO KIO AVE 10,569730,64574345,TOWNSVILLEPS@MOE.EDU.SG,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21   CHOA CHU KANG CRESCENT,688268,67676750,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na
UNITY SECONDARY SCHOOL,http://www.unitysec.moe.edu.sg,20   CHOA CHU KANG STREET 62,689143,67671070,UNITY_SS@MOE.EDU.SG,YEW TEE MRT,307,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
VALOUR PRIMARY SCHOOL,valourpri.moe.edu.sg,49   Punggol Central,828728,62426390,valour_ps@moe.edu.sg,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na
VICTORIA JUNIOR COLLEGE,http://www.victoriajc.moe.edu.sg/,20   MARINE VISTA,449035,64485011,victoria_jc@moe.edu.sg,"Nearest MRT Stations:  Kembangan, Eunos","13, 16, 31, 36, 43, 48, 55, 135, 196, 196e, 197",BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,Yes,Chinese,Malay,Tamil
VICTORIA SCHOOL,http://www.victoria.moe.edu.sg,2    SIGLAP LINK,448880,62912965,VICTORIA_SCH@MOE.EDU.SG,"BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 135, 155, 196, 196E, 197, 401, 853C",BEDOK,EAST,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,Yes,Yes,Chinese,Malay,Tamil
WATERWAY PRIMARY SCHOOL,https://waterwaypri.moe.edu.sg,70   Punggol Drive,828802,6636 6880,waterway_ps@moe.edu.sg,Kadaloor LRT Station,"50, 381",PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WELLINGTON PRIMARY SCHOOL,http://www.wellingtonpri.moe.edu.sg,10   WELLINGTON CIRCLE,757702,67533319,WELLINGTONPS@MOE.EDU.SG,Sembawang MRT,"980, 856, 859",SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1    JURONG WEST ST 72,649223,62679234,WGPS@MOE.EDU.SG,Boon Lay MRT,"Bus 99, 242",JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60   Bukit Panjang Ring Road,679946,63144192,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WEST SPRING SECONDARY SCHOOL,http://www.westspringsec.moe.edu.sg,61   SENJA  ROAD,677737,68920369,westspringss@moe.edu.sg,"JELAPANG LRT, SENJA LRT","920, 972, 976",BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
WEST VIEW PRIMARY SCHOOL,http://www.westviewpri.moe.edu.sg,31   SENJA ROAD,677742,67600178,wvps@moe.edu.sg,"Bukit Panjang MRT, SENJA LRT (A13)","170,171,176,178,180,000,000,000,000,000",BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1    Jurong West Street 73,649188,64121690,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WESTWOOD SECONDARY SCHOOL,http://www.westwoodsec.moe.edu.sg,11   JURONG WEST STREET 25,648350,67929737,WESTWOOD_SS@MOE.EDU.SG,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974",JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
WHITE SANDS PRIMARY SCHOOL,http://www.whitesandspri.moe.edu.sg,2    PASIR RIS ST 11,519075,69229100,wsps@moe.edu.sg,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WHITLEY SECONDARY SCHOOL,http://www.whitleysec.moe.edu.sg,30   BISHAN STREET 24,579747,64561336,WHITLEY_SS@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852",BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2    WOODLANDS DRIVE 14,738079,68943371,WOODGROVE_PS@MOE.EDU.SG,Woodlands MRT Station,901,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WOODGROVE SECONDARY SCHOOL,https://woodgrovesec.moe.edu.sg/,3    WOODLANDS AVENUE 6,738990,68932564,woodgrove_ss@moe.edu.sg,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M",WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10   WOODLANDS DRIVE 50,738853,62697410,wdp@moe.edu.sg,Woodlands,912 & 912E,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WOODLANDS RING PRIMARY SCHOOL,HTTP://www.woodlandsringpri.moe.edu.sg,11   WOODLANDS RING ROAD,738240,63643679,WRPS@MOE.EDU.SG,Admiralty MRT Station,912,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
WOODLANDS RING SECONDARY SCHOOL,http://www.woodlandsringsec.moe.edu.sg,10   WOODLANDS RING ROAD,738239,63643712,wrss@moe.edu.sg,ADMIRALTY MRT,912,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
WOODLANDS SECONDARY SCHOOL,http://www.woodlandssec.moe.edu.sg,11   MARSILING ROAD,739111,68494400,wdl_ss@moe.edu.sg,"MARSILING MRT, WOODLANDS MRT","913, 913M, 913T, 178, 856, 903",WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
XINGHUA PRIMARY SCHOOL,http://www.xinghuapri.moe.edu.sg,45   HOUGANG AVENUE 1,538882,62889121,XINGHUA_PS@MOE.EDU.SG,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5    JURONG WEST STREET 91,649036,67913679,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
XINMIN PRIMARY SCHOOL,http://www.xinminpri.moe.edu.sg/,9    HOUGANG AVENUE 8,538784,62835479,xinmin_ps@moe.edu.sg,Nil,"74, 147, 165, 112",HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
XINMIN SECONDARY SCHOOL,http://www.xinminsec.moe.edu.sg,11   HOUGANG AVENUE 8,538789,62889382,xinminss_email@schools.gov.sg,HOUGANG MRT,"25, 43, 43M, 55, 70, 70A, 70B, 70M, 72, 72A, 73, 73A, 74, 74E, 88, 88A, 103, 109, 109A, 112, 116, 132, 147, 159, 159A, 161, 165, 329, 660, 854, 854E",HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil
XISHAN PRIMARY SCHOOL,https://www.xishanpri.moe.edu.sg/,8    YISHUN STREET 21,768611,67588837,XISHAN_PS@MOE.EDU.SG,o   Alight at Yishun MRT Station o   Take Exit C o   Walk towards Yishun Street 21,"Along Yishun Ave 2,take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road,take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.",YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15   SERANGOON AVENUE 3,556108,62846298,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)",SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10   CHOA CHU KANG ST 64,689100,67670027,YTPS@MOE.EDU.SG,Yew Tee MRT Station,307,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1    HOUGANG STREET 51,538720,63851365,admin_yckps@moe.edu.sg,Hougang MRT Station Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
YIO CHU KANG SECONDARY SCHOOL,http://www.yiochukangsec.moe.edu.sg,3063 ANG MO KIO AVENUE 5,569868,64560669,yckss@moe.edu.sg,YIO CHU KANG MRT,"13, 45, 86, 138, 162, 269, 851, 852, 853",ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
YISHUN INNOVA JUNIOR COLLEGE,https://yijc.moe.edu.sg/,3    YISHUN RING ROAD,768675,62579873,yijc@moe.edu.sg,"Yishun, Khatib","167, 169, 171, 800, 812,",YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil
YISHUN PRIMARY SCHOOL,http://www.yishunpri.moe.edu.sg,500  YISHUN RING ROAD,768679,62577461,YPS@MOE.EDU.SG,Yishun,Translink Feeder Service 800 & 812,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
YISHUN SECONDARY SCHOOL,http://www.yishunsec.moe.edu.sg,4    YISHUN STREET 71,768516,68767129,YISHUN_SS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","167,  169,  171,  800,  807, 811, 812,  856,  858,  859,  860,  969, 980",YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
YISHUN TOWN SECONDARY SCHOOL,http://www.yishuntownsec.moe.edu.sg,6    YISHUN STREET 21,768610,67587219,YTSS@MOE.EDU.SG,YISHUN MRT,"39, 85, 171, 800, 803, 804, 806, 811, 812, 851, 852, 853, 853C, 854, 854E, 855, 856, 857, 859, 860",YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil
YU NENG PRIMARY SCHOOL,http://www.ynps.moe.edu.sg/,56   BEDOK NORTH ST 3,469623,64490121,YNPS@MOE.EDU.SG,"Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225",BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na
YUAN CHING SECONDARY SCHOOL,http://www.yuanchingsec.moe.edu.sg,103  YUAN CHING ROAD,618654,62612489,YCSS@MOE.EDU.SG,LAKESIDE MRT,"98, 154, 154A, 180, 182, 187, 240, 240A, 246",JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
YUHUA PRIMARY SCHOOL,http://www.yuhuapri.moe.edu.sg,158  JURONG EAST STREET 24,609558,65605062,YUHUA_PS@MOE.EDU.SG,"Jurong East, Bukit Batok","98,98A,187,333,502,507,NR5",JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
YUHUA SECONDARY SCHOOL,http://www.yuhuasec.moe.edu.sg,35   JURONG WEST STREET 41,649406,65661985,YUHUA_SS@MOE.EDU.SG,LAKESIDE MRT,"49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502",JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
YUMIN PRIMARY SCHOOL,http://www.yuminpri.moe.edu.sg,3    TAMPINES STREET 21,529393,67811262,YUMIN_PS@MOE.EDU.SG,Tampines MRT Station,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na
YUSOF ISHAK SECONDARY SCHOOL,http://www.yusofishaksec.moe.edu.sg,11   BUKIT BATOK STREET 25,658712,65009800,yiss@moe.edu.sg,BUKIT BATOK MRT,"61, 66, 77, 106, 157, 174, 178, 506, 852, 963",BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
YUYING SECONDARY SCHOOL,http://www.yuyingsec.moe.edu.sg,47   HOUGANG AVENUE 1,538884,62827968,yuying_ss@moe.edu.sg,"KOVAN MRT, SERANGOON MRT, HOUGANG MRT","25, 51, 53, 53M, 55, 62, 87, 113, 119, 151, 854",HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
ZHANGDE PRIMARY SCHOOL,http://www.zhangdepri.moe.edu.sg/,51   Jalan Membina,169485,62740357,ZHANGDE_PS@MOE.EDU.SG,Tiong Bahru MRT Station,"16,33,63,123,195,605,851,14,65,147,167,196,197,961",BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
ZHENGHUA PRIMARY SCHOOL,http://www.zhenghuapri.moe.edu.sg,9    Fajar Road,679002,67697478,zhenghua_ps@moe.edu.sg,LRT: Fajar Station,"190, 184, 187, 700, 700A, 921",BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
ZHENGHUA SECONDARY SCHOOL,http://www.zhenghuasec.moe.edu.sg,91   SENJA ROAD,677741,67639455,ZHENGHUA_SS@MOE.EDU.SG,JELAPANG LRT,"920, 922, 976",BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil
ZHONGHUA PRIMARY SCHOOL,http://www.zhonghuapri.moe.edu.sg,12   SERANGOON AVENUE 4,556095,62835413,zhonghua_ps@moe.edu.sg,"Ang Mo Kio MRT, Bishan MRT, Serangoon MRT","Boundary Road: 22,24,53,105,156,315,853,501,502 Yio Chu Kang Road: 70,76,103,147,156,501,502",SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil
ZHONGHUA SECONDARY SCHOOL,http://www.zhonghuasec.moe.edu.sg,13   SERANGOON AVENUE 3,556123,62824339,ZHONGHUA_SS@MOE.EDU.SG,SERANGOON MRT,"22, 43, 45, 53, 58, 70, 81, 82, 100, 101, 103, 105, 107, 109, 133, 135, 147, 153, 158, 315, 317, 853",SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,na
